county,year,month,incident_count,acres_burned,precip_in
Kern,2020,1,0,0.0,1.6099999999999999
Kern,2020,2,0,0.0,0.34
Kern,2020,3,0,0.0,4.22
Kern,2020,4,0,0.0,8.84
Kern,2020,5,0,0.0,0.33999999999999997
Kern,2020,6,1,165.0,0.4
Kern,2020,7,2,4233.0,0.29
Kern,2020,8,3,8461.0,0.17
Kern,2020,9,0,0.0,0.18000000000000002
Kern,2020,10,0,0.0,0.0
Kern,2020,11,0,0.0,1.58
Kern,2020,12,0,0.0,2.23
Kern,2021,1,1,865.0,4.24
Kern,2021,2,0,0.0,1.02
Kern,2021,3,1,86.0,1.77
Kern,2021,4,1,50.0,0.05
Kern,2021,5,0,0.0,0.02
Kern,2021,6,3,2252.0,0.12000000000000001
Kern,2021,7,2,2169.0,0.8700000000000001
Kern,2021,8,0,0.0,0.43
Kern,2021,9,0,0.0,0.87
Kern,2021,10,0,0.0,2.35
Kern,2021,11,0,0.0,0.16
Kern,2021,12,0,0.0,17.65
Kern,2022,1,0,0.0,0.14
Kern,2022,2,0,0.0,0.43000000000000005
Kern,2022,3,0,0.0,2.21
Kern,2022,4,0,0.0,1.16
Kern,2022,5,1,682.0,0.05
Kern,2022,6,3,3110.0,0.47
Kern,2022,7,1,222.0,0.42000000000000004
Kern,2022,8,1,250.0,0.03
Kern,2022,9,0,0.0,0.04
Kern,2022,10,0,0.0,0.0
Kern,2022,11,0,0.0,7.24
Kern,2022,12,0,0.0,13.36
Kern,2023,1,0,0.0,25.619999999999997
Kern,2023,2,0,0.0,8.11
Kern,2023,3,0,0.0,29.88
Kern,2023,4,0,0.0,0.08
Kern,2023,5,0,0.0,0.44
Kern,2023,6,1,25.0,0.26
Kern,2023,7,2,1064.0,0.05
Kern,2023,8,7,7875.0,10.95
Kern,2023,9,1,55.0,0.17
Kern,2023,10,0,0.0,0.11
Kern,2023,11,0,0.0,1.13
Kern,2023,12,1,181.0,2.2
Kern,2024,1,0,0.0,5.5
Kern,2024,2,0,0.0,14.91
Kern,2024,3,0,0.0,7.949999999999999
Kern,2024,4,1,241.0,1.98
Kern,2024,5,10,4931.0,0.44
Kern,2024,6,16,8386.0,0.03
Kern,2024,7,20,128063.0,0.51
Kern,2024,8,7,1751.0,0.05
Kern,2024,9,3,124.0,0.29
Kern,2024,10,2,1004.0,0.03
Kern,2024,11,0,0.0,8.47
Kern,2024,12,2,449.0,2.26
Kern,2025,1,0,0.0,1.18
Kern,2025,2,0,0.0,12.75
Kern,2025,3,0,0.0,13.36
Kern,2025,4,2,25.0,1.56
Kern,2025,5,4,6162.0,0.38
Kern,2025,6,6,5668.0,0.03
Kings,2017,5,1,20.0,0.0
Kings,2017,7,1,48660.0,0.0
Kings,2017,8,1,2312.0,0.0
Kings,2018,8,1,2995.0,0.0
Kings,2019,4,1,161.0,0.0
Kings,2020,5,1,2060.0,0.0
Kings,2021,10,1,447.0,0.0
Kings,2024,4,1,181.0,0.0
Kings,2024,5,1,188.0,0.0
Kings,2024,6,1,211.0,0.0
Kings,2024,7,2,92.0,0.0
Kings,2024,10,1,10.0,0.0
Kings,2024,11,1,11.0,0.0
Kings,2025,4,1,346.0,0.0
Kings,2025,6,1,20.0,0.0
Lake,2009,10,0,0.0,26.55
Lake,2009,11,0,0.0,7.41
Lake,2009,12,0,0.0,32.87
Lake,2010,1,0,0.0,44.87
Lake,2010,2,0,0.0,27.52
Lake,2010,3,0,0.0,17.04
Lake,2010,4,0,0.0,21.91
Lake,2010,5,0,0.0,7.5
Lake,2010,6,0,0.0,0.16
Lake,2010,7,0,0.0,3.08
Lake,2010,8,0,0.0,1.13
Lake,2010,9,0,0.0,0.13
Lake,2010,10,0,0.0,30.38
Lake,2010,11,0,0.0,19.14
Lake,2010,12,0,0.0,58.98
Lake,2011,1,0,0.0,8.6
Lake,2011,2,0,0.0,25.68
Lake,2011,3,0,0.0,49.14
Lake,2011,4,0,0.0,5.71
Lake,2011,5,0,0.0,6.15
Lake,2011,6,0,0.0,10.62
Lake,2011,7,0,0.0,6.93
Lake,2011,8,0,0.0,0.23
Lake,2011,9,0,0.0,4.86
Lake,2011,10,0,0.0,14.02
Lake,2011,11,0,0.0,11.63
Lake,2011,12,0,0.0,2.84
Lake,2012,1,0,0.0,21.24
Lake,2012,2,0,0.0,11.49
Lake,2012,3,0,0.0,35.31
Lake,2012,4,0,0.0,12.78
Lake,2012,5,0,0.0,1.54
Lake,2012,6,0,0.0,1.41
Lake,2012,7,0,0.0,3.05
Lake,2012,8,0,0.0,11.14
Lake,2012,9,0,0.0,0.74
Lake,2012,10,0,0.0,8.94
Lake,2012,11,0,0.0,26.12
Lake,2012,12,0,0.0,35.36
Lake,2013,1,0,0.0,6.51
Lake,2013,2,0,0.0,4.08
Lake,2013,3,0,0.0,7.73
Lake,2013,4,0,0.0,3.88
Lake,2013,5,0,0.0,4.3
Lake,2013,6,3,83.0,2.91
Lake,2013,7,0,0.0,4.07
Lake,2013,8,2,108.0,2.63
Lake,2013,9,1,30.0,2.73
Lake,2013,10,0,0.0,7.43
Lake,2013,11,3,193.0,6.16
Lake,2013,12,0,0.0,6.22
Lake,2014,1,0,0.0,5.63
Lake,2014,2,0,0.0,47.11
Lake,2014,3,0,0.0,17.52
Lake,2014,4,0,0.0,8.32
Lake,2014,5,1,175.0,6.18
Lake,2014,6,0,0.0,0.58
Lake,2014,7,1,4300.0,5.74
Lake,2014,8,0,0.0,3.18
Lake,2014,9,0,0.0,3.64
Lake,2014,10,0,0.0,2.84
Lake,2014,11,0,0.0,10.79
Lake,2014,12,0,0.0,45.16
Lake,2015,1,0,0.0,3.58
Lake,2015,2,0,0.0,18.49
Lake,2015,3,0,0.0,2.71
Lake,2015,4,0,0.0,6.44
Lake,2015,5,0,0.0,8.87
Lake,2015,6,0,0.0,2.69
Lake,2015,7,1,69636.0,4.83
Lake,2015,8,3,25355.0,0.99
Lake,2015,9,1,673.0,2.68
Lake,2015,10,0,0.0,7.56
Lake,2015,11,0,0.0,14.3
Lake,2015,12,0,0.0,29.17
Lake,2016,1,0,0.0,44.86
Lake,2016,2,0,0.0,8.14
Lake,2016,3,0,0.0,33.07
Lake,2016,4,0,0.0,11.66
Lake,2016,5,0,0.0,5.16
Lake,2016,6,1,215.0,2.28
Lake,2016,7,1,69.0,0.2
Lake,2016,8,4,4030.0,0.57
Lake,2016,9,0,0.0,1.05
Lake,2016,10,0,0.0,34.54
Lake,2016,11,0,0.0,11.83
Lake,2016,12,0,0.0,35.7
Lake,2017,1,0,0.0,99.26
Lake,2017,2,0,0.0,69.33
Lake,2017,3,0,0.0,17.22
Lake,2017,4,0,0.0,22.74
Lake,2017,5,0,0.0,4.7
Lake,2017,6,0,0.0,2.03
Lake,2017,7,1,40.0,0.99
Lake,2017,8,1,62.0,4.87
Lake,2017,9,3,279.0,6.44
Lake,2017,10,3,2394.0,1.06
Lake,2017,11,0,0.0,24.32
Lake,2017,12,0,0.0,1.03
Lake,2018,1,0,0.0,24.64
Lake,2018,2,0,0.0,6.37
Lake,2018,3,0,0.0,53.95
Lake,2018,4,0,0.0,15.38
Lake,2018,5,0,0.0,5.73
Lake,2018,6,2,15212.0,0.0
Lake,2018,7,4,459253.0,7.45
Lake,2018,8,2,163.0,2.81
Lake,2018,9,2,60.0,0.31
Lake,2018,10,0,0.0,9.09
Lake,2018,11,0,0.0,25.57
Lake,2018,12,0,0.0,21.57
Lake,2019,1,0,0.0,49.04
Lake,2019,2,0,0.0,102.07
Lake,2019,3,0,0.0,40.31
Lake,2019,4,0,0.0,8.47
Lake,2019,5,0,0.0,23.96
Lake,2019,6,0,0.0,2.03
Lake,2019,7,0,0.0,3.73
Lake,2019,8,1,20.0,0.21
Lake,2019,9,2,81.0,1.03
Lake,2019,10,1,25.0,4.49
Lake,2019,11,1,75.0,18.83
Lake,2019,12,0,0.0,46.78
Lake,2020,1,0,0.0,8.26
Lake,2020,2,0,0.0,1.67
Lake,2020,3,0,0.0,24.1
Lake,2020,4,0,0.0,21.65
Lake,2020,5,0,0.0,6.26
Lake,2020,6,0,0.0,1.6
Lake,2020,7,0,0.0,0.86
Lake,2020,8,2,1395868.0,1.63
Lake,2020,9,1,13.0,0.14
Lake,2020,10,0,0.0,0.06
Lake,2020,11,0,0.0,10.13
Lake,2020,12,0,0.0,17.2
Lake,2021,1,0,0.0,33.85
Lake,2021,2,0,0.0,10.92
Lake,2021,3,0,0.0,11.58
Lake,2021,4,1,65.0,2.14
Lake,2021,5,0,0.0,2.06
Lake,2021,6,1,42.0,1.09
Lake,2021,7,0,0.0,6.57
Lake,2021,8,2,210.0,0.83
Lake,2021,9,0,0.0,0.44
Lake,2021,10,0,0.0,39.44
Lake,2021,11,0,0.0,7.43
Lake,2021,12,0,0.0,63.66
Lake,2022,1,0,0.0,2.46
Lake,2022,2,0,0.0,2.01
Lake,2022,3,0,0.0,9.49
Lake,2022,4,0,0.0,11.38
Lake,2022,5,0,0.0,0.28
Lake,2022,6,0,0.0,1.78
Lake,2022,7,0,0.0,3.5
Lake,2022,8,1,14.0,5.73
Lake,2022,9,0,0.0,6.55
Lake,2022,10,0,0.0,1.58
Lake,2022,11,0,0.0,23.94
Lake,2022,12,0,0.0,81.84
Lake,2023,1,0,0.0,126.41
Lake,2023,2,0,0.0,45.55
Lake,2023,3,0,0.0,93.9
Lake,2023,4,0,0.0,0.92
Lake,2023,5,0,0.0,5.71
Lake,2023,6,1,21.0,5.13
Lake,2023,7,0,0.0,0.39
Lake,2023,8,0,0.0,23.3
Lake,2023,9,1,28.0,5.17
Lake,2023,10,0,0.0,2.66
Lake,2023,11,0,0.0,10.73
Lake,2023,12,0,0.0,20.4
Lake,2024,1,0,0.0,16.48
Lake,2024,2,0,0.0,66.47
Lake,2024,3,0,0.0,17.29
Lake,2024,4,0,0.0,8.71
Lake,2024,5,0,0.0,4.54
Lake,2024,6,1,38.0,0.12
Lake,2024,7,4,2931.0,1.19
Lake,2024,8,1,68.0,0.73
Lake,2024,9,1,81.0,0.45
Lake,2024,10,1,417.0,0.19
Lake,2024,11,0,0.0,26.23
Lake,2024,12,0,0.0,18.98
Lake,2025,1,0,0.0,2.62
Lake,2025,2,0,0.0,50.71
Lake,2025,3,0,0.0,27.92
Lake,2025,4,0,0.0,3.48
Lake,2025,5,0,0.0,2.17
Lake,2025,6,0,0.0,0.4
Lake,2025,7,2,31.0,0.0
Lassen,2013,8,1,97.0,0.0
Lassen,2015,6,1,60.0,0.0
Lassen,2015,8,2,10600.0,0.0
Lassen,2015,9,1,40.0,0.0
Lassen,2016,9,1,2575.0,0.0
Lassen,2017,6,1,67.0,0.0
Lassen,2017,7,2,83733.0,0.0
Lassen,2017,8,5,26206.0,0.0
Lassen,2018,6,2,1029.0,0.0
Lassen,2018,7,6,19061.0,0.0
Lassen,2018,9,1,53.0,0.0
Lassen,2018,11,1,88.0,0.0
Lassen,2019,7,2,456.0,0.0
Lassen,2019,8,6,7206.0,0.0
Lassen,2019,9,1,260.0,0.0
Lassen,2019,10,1,55.0,0.0
Lassen,2020,2,1,57.0,0.0
Lassen,2020,6,4,822.0,0.0
Lassen,2020,7,2,32178.0,0.0
Lassen,2020,8,3,7734.0,0.0
Lassen,2020,12,1,24.0,0.0
Lassen,2021,5,1,29.0,0.0
Lassen,2021,7,2,963364.0,0.0
Lassen,2022,8,1,14.0,0.0
Lassen,2024,6,1,22.0,0.0
Lassen,2024,7,5,1361.0,0.0
Lassen,2024,10,1,564.0,0.0
Lassen,2024,11,1,20.0,0.0
Lassen,2025,5,1,22.0,0.0
Lassen,2025,6,2,233.0,0.0
Los Angeles,2009,10,0,0.0,3.38
Los Angeles,2009,11,0,0.0,0.01
Los Angeles,2009,12,0,0.0,4.94
Los Angeles,2010,1,0,0.0,9.24
Los Angeles,2010,2,0,0.0,7.5
Los Angeles,2010,3,0,0.0,0.69
Los Angeles,2010,4,0,0.0,2.9
Los Angeles,2010,5,0,0.0,0.13
Los Angeles,2010,6,0,0.0,0.0
Los Angeles,2010,7,0,0.0,0.0
Los Angeles,2010,8,0,0.0,0.0
Los Angeles,2010,9,0,0.0,0.0
Los Angeles,2010,10,0,0.0,2.5
Los Angeles,2010,11,0,0.0,1.12
Los Angeles,2010,12,0,0.0,19.06
Los Angeles,2011,1,0,0.0,1.6
Los Angeles,2011,2,0,0.0,4.76
Los Angeles,2011,3,0,0.0,8.0
Los Angeles,2011,4,0,0.0,0.0
Los Angeles,2011,5,0,0.0,0.98
Los Angeles,2011,6,0,0.0,0.02
Los Angeles,2011,7,0,0.0,0.0
Los Angeles,2011,8,0,0.0,0.0
Los Angeles,2011,9,0,0.0,0.01
Los Angeles,2011,10,0,0.0,1.8
Los Angeles,2011,11,0,0.0,3.27
Los Angeles,2011,12,0,0.0,1.68
Los Angeles,2012,1,0,0.0,2.49
Los Angeles,2012,2,0,0.0,0.28
Los Angeles,2012,3,0,0.0,3.53
Los Angeles,2012,4,0,0.0,3.22
Los Angeles,2012,5,0,0.0,0.02
Los Angeles,2012,6,0,0.0,0.0
Los Angeles,2012,7,0,0.0,0.01
Los Angeles,2012,8,0,0.0,0.0
Los Angeles,2012,9,0,0.0,0.0
Los Angeles,2012,10,0,0.0,0.17
Los Angeles,2012,11,0,0.0,2.34
Los Angeles,2012,12,0,0.0,4.98
Los Angeles,2013,1,0,0.0,2.48
Los Angeles,2013,2,0,0.0,0.4
Los Angeles,2013,3,0,0.0,1.2
Los Angeles,2013,4,0,0.0,0.06
Los Angeles,2013,5,3,31135.0,1.1
Los Angeles,2013,6,0,0.0,0.0
Los Angeles,2013,7,0,0.0,0.12
Los Angeles,2013,8,0,0.0,0.0
Los Angeles,2013,9,1,268.0,0.0
Los Angeles,2013,10,0,0.0,0.08
Los Angeles,2013,11,0,0.0,1.31
Los Angeles,2013,12,0,0.0,0.5
Los Angeles,2014,1,1,1952.0,0.0
Los Angeles,2014,2,0,0.0,6.37
Los Angeles,2014,3,0,0.0,1.54
Los Angeles,2014,4,0,0.0,0.61
Los Angeles,2014,5,0,0.0,0.0
Los Angeles,2014,6,0,0.0,0.0
Los Angeles,2014,7,0,0.0,0.14
Los Angeles,2014,8,2,464.0,0.07
Los Angeles,2014,9,0,0.0,0.03
Los Angeles,2014,10,0,0.0,0.49
Los Angeles,2014,11,0,0.0,0.9
Los Angeles,2014,12,0,0.0,7.92
Los Angeles,2015,1,0,0.0,2.34
Los Angeles,2015,2,0,0.0,1.1
Los Angeles,2015,3,0,0.0,1.36
Los Angeles,2015,4,0,0.0,0.24
Los Angeles,2015,5,0,0.0,1.36
Los Angeles,2015,6,1,415.0,0.02
Los Angeles,2015,7,1,200.0,0.73
Los Angeles,2015,8,0,0.0,0.0
Los Angeles,2015,9,0,0.0,4.2
Los Angeles,2015,10,0,0.0,0.55
Los Angeles,2015,11,0,0.0,0.07
Los Angeles,2015,12,0,0.0,1.65
Los Angeles,2016,1,0,0.0,6.11
Los Angeles,2016,2,0,0.0,1.52
Los Angeles,2016,3,0,0.0,3.06
Los Angeles,2016,4,1,0.0,0.53
Los Angeles,2016,5,1,156.0,0.64
Los Angeles,2016,6,0,0.0,0.0
Los Angeles,2016,7,1,1100.0,0.0
Los Angeles,2016,8,0,0.0,0.0
Los Angeles,2016,9,0,0.0,0.01
Los Angeles,2016,10,0,0.0,0.95
Los Angeles,2016,11,1,4824.0,2.24
Los Angeles,2016,12,0,0.0,8.8
Los Angeles,2017,1,0,0.0,18.14
Los Angeles,2017,2,0,0.0,9.99
Los Angeles,2017,3,0,0.0,0.19
Los Angeles,2017,4,0,0.0,0.46
Los Angeles,2017,5,0,0.0,0.45
Los Angeles,2017,6,5,1731.0,0.01
Los Angeles,2017,7,1,135.0,0.0
Los Angeles,2017,8,2,40.0,0.0
Los Angeles,2017,9,1,7194.0,0.15
Los Angeles,2017,10,1,50.0,0.1
Los Angeles,2017,11,0,0.0,0.11
Los Angeles,2017,12,3,22090.0,0.02
Los Angeles,2018,1,0,0.0,3.17
Los Angeles,2018,2,0,0.0,0.13
Los Angeles,2018,3,0,0.0,4.76
Los Angeles,2018,4,0,0.0,0.07
Los Angeles,2018,5,0,0.0,0.15
Los Angeles,2018,6,4,1609.0,0.0
Los Angeles,2018,7,1,128.0,0.0
Los Angeles,2018,8,0,0.0,0.0
Los Angeles,2018,9,2,3546.0,0.0
Los Angeles,2018,10,0,0.0,1.18
Los Angeles,2018,11,1,96949.0,3.92
Los Angeles,2018,12,0,0.0,5.16
Los Angeles,2019,1,0,0.0,12.98
Los Angeles,2019,2,0,0.0,12.28
Los Angeles,2019,3,0,0.0,5.28
Los Angeles,2019,4,0,0.0,0.07
Los Angeles,2019,5,0,0.0,1.54
Los Angeles,2019,6,0,0.0,0.0
Los Angeles,2019,7,0,0.0,0.05
Los Angeles,2019,8,2,1731.0,0.0
Los Angeles,2019,9,0,0.0,0.03
Los Angeles,2019,10,4,14201.0,0.0
Los Angeles,2019,11,0,0.0,3.55
Los Angeles,2019,12,0,0.0,11.99
Los Angeles,2020,1,0,0.0,0.44
Los Angeles,2020,2,0,0.0,0.09
Los Angeles,2020,3,0,0.0,2.83
Los Angeles,2020,4,0,0.0,4.83
Los Angeles,2020,5,0,0.0,0.33
Los Angeles,2020,6,0,0.0,6.9
Los Angeles,2020,7,4,2714.0,0.0
Los Angeles,2020,8,7,36324.0,0.01
Los Angeles,2020,9,1,230.0,0.0
Los Angeles,2020,10,0,0.0,0.01
Los Angeles,2020,11,1,131.0,0.31
Los Angeles,2020,12,0,0.0,3.89
Los Angeles,2021,1,1,184.0,5.21
Los Angeles,2021,2,0,0.0,0.5
Los Angeles,2021,3,0,0.0,3.0500000000000003
Los Angeles,2021,4,1,650.0,0.0
Los Angeles,2021,5,3,1944.0,0.01
Los Angeles,2021,6,0,0.0,0.02
Los Angeles,2021,7,2,1208.0,0.32999999999999996
Los Angeles,2021,8,1,50.0,0.02
Los Angeles,2021,9,1,464.0,0.0
Los Angeles,2021,10,0,0.0,1.29
Los Angeles,2021,11,0,0.0,0.0
Los Angeles,2021,12,0,0.0,10.47
Los Angeles,2022,1,0,0.0,0.28
Los Angeles,2022,2,0,0.0,0.17
Los Angeles,2022,3,0,0.0,2.55
Los Angeles,2022,4,0,0.0,0.97
Los Angeles,2022,5,0,0.0,0.0
Los Angeles,2022,6,0,0.0,0.15
Los Angeles,2022,7,0,0.0,0.0
Los Angeles,2022,8,5,5673.0,0.02
Los Angeles,2022,9,0,0.0,1.04
Los Angeles,2022,10,0,0.0,0.35
Los Angeles,2022,11,0,0.0,4.38
Los Angeles,2022,12,0,0.0,4.08
Los Angeles,2023,1,0,0.0,22.1
Los Angeles,2023,2,0,0.0,13.04
Los Angeles,2023,3,0,0.0,15.77
Los Angeles,2023,4,0,0.0,0.15
Los Angeles,2023,5,0,0.0,0.83
Los Angeles,2023,6,0,0.0,0.01
Los Angeles,2023,7,3,505.0,0.0
Los Angeles,2023,8,0,0.0,5.56
Los Angeles,2023,9,0,0.0,0.1
Los Angeles,2023,10,0,0.0,0.0
Los Angeles,2023,11,0,0.0,0.5
Los Angeles,2023,12,0,0.0,5.79
Los Angeles,2024,1,0,0.0,4.0
Los Angeles,2024,2,0,0.0,23.61
Los Angeles,2024,3,0,0.0,6.78
Los Angeles,2024,4,0,0.0,1.17
Los Angeles,2024,5,2,147.0,0.25
Los Angeles,2024,6,8,16877.0,0.0
Los Angeles,2024,7,11,1010.0,0.0
Los Angeles,2024,8,5,129.0,0.0
Los Angeles,2024,9,5,56913.0,0.0
Los Angeles,2024,10,1,25.0,0.0
Los Angeles,2024,11,2,144.0,0.15
Los Angeles,2024,12,1,4086.0,0.03
Los Angeles,2025,1,10,50277.0,0.54
Los Angeles,2025,2,1,0.0,7.67
Los Angeles,2025,3,0,0.0,3.54
Los Angeles,2025,4,0,0.0,0.52
Los Angeles,2025,5,1,10.0,0.04
Los Angeles,2025,6,2,56.0,0.01
Madera,2009,10,0,0.0,7.49
Madera,2009,11,0,0.0,0.6900000000000001
Madera,2009,12,0,0.0,10.219999999999999
Madera,2010,1,0,0.0,10.43
Madera,2010,2,0,0.0,10.74
Madera,2010,3,0,0.0,5.720000000000001
Madera,2010,4,0,0.0,10.3
Madera,2010,5,0,0.0,1.0899999999999999
Madera,2010,6,0,0.0,0.0
Madera,2010,7,0,0.0,0.0
Madera,2010,8,0,0.0,0.0
Madera,2010,9,0,0.0,0.0
Madera,2010,10,0,0.0,6.65
Madera,2010,11,0,0.0,6.09
Madera,2010,12,0,0.0,20.7
Madera,2011,1,0,0.0,8.52
Madera,2011,2,0,0.0,8.25
Madera,2011,3,0,0.0,17.240000000000002
Madera,2011,4,0,0.0,1.73
Madera,2011,5,0,0.0,3.29
Madera,2011,6,0,0.0,3.68
Madera,2011,7,0,0.0,0.0
Madera,2011,8,0,0.0,0.0
Madera,2011,9,0,0.0,0.03
Madera,2011,10,0,0.0,3.8
Madera,2011,11,0,0.0,2.38
Madera,2011,12,0,0.0,0.08
Madera,2012,1,0,0.0,7.090000000000001
Madera,2012,2,0,0.0,1.95
Madera,2012,3,0,0.0,8.89
Madera,2012,4,0,0.0,7.16
Madera,2012,5,0,0.0,0.01
Madera,2012,6,0,0.0,0.12
Madera,2012,7,0,0.0,0.0
Madera,2012,8,0,0.0,0.0
Madera,2012,9,0,0.0,0.0
Madera,2012,10,0,0.0,1.31
Madera,2012,11,0,0.0,4.37
Madera,2012,12,0,0.0,11.06
Madera,2013,1,0,0.0,1.64
Madera,2013,2,0,0.0,1.6
Madera,2013,3,0,0.0,1.6600000000000001
Madera,2013,4,1,274.0,1.96
Madera,2013,5,1,91.0,0.44
Madera,2013,6,2,555.0,0.0
Madera,2013,7,0,0.0,0.0
Madera,2013,8,0,0.0,0.0
Madera,2013,9,0,0.0,0.38
Madera,2013,10,0,0.0,1.34
Madera,2013,11,0,0.0,1.35
Madera,2013,12,0,0.0,1.56
Madera,2014,1,0,0.0,1.9200000000000002
Madera,2014,2,0,0.0,5.5600000000000005
Madera,2014,3,0,0.0,2.69
Madera,2014,4,0,0.0,4.61
Madera,2014,5,0,0.0,0.59
Madera,2014,6,0,0.0,0.0
Madera,2014,7,0,0.0,0.5
Madera,2014,8,2,622.0,0.0
Madera,2014,9,1,320.0,0.86
Madera,2014,10,0,0.0,0.0
Madera,2014,11,0,0.0,3.77
Madera,2014,12,0,0.0,7.9
Madera,2015,1,0,0.0,0.23
Madera,2015,2,0,0.0,3.48
Madera,2015,3,0,0.0,0.54
Madera,2015,4,0,0.0,2.77
Madera,2015,5,0,0.0,0.04
Madera,2015,6,2,1055.0,0.12
Madera,2015,7,1,5702.0,0.99
Madera,2015,8,0,0.0,0.0
Madera,2015,9,0,0.0,0.54
Madera,2015,10,0,0.0,1.06
Madera,2015,11,0,0.0,5.63
Madera,2015,12,0,0.0,9.870000000000001
Madera,2016,1,0,0.0,13.29
Madera,2016,2,0,0.0,0.78
Madera,2016,3,0,0.0,10.530000000000001
Madera,2016,4,0,0.0,4.25
Madera,2016,5,0,0.0,1.65
Madera,2016,6,0,0.0,0.0
Madera,2016,7,2,141.0,0.0
Madera,2016,8,1,85.0,0.0
Madera,2016,9,0,0.0,0.02
Madera,2016,10,0,0.0,4.05
Madera,2016,11,0,0.0,4.28
Madera,2016,12,0,0.0,10.19
Madera,2017,1,0,0.0,31.01
Madera,2017,2,0,0.0,18.88
Madera,2017,3,0,0.0,4.5200000000000005
Madera,2017,4,0,0.0,4.739999999999999
Madera,2017,5,1,150.0,0.24000000000000002
Madera,2017,6,3,1599.0,0.2
Madera,2017,7,1,90.0,0.0
Madera,2017,8,1,12407.0,0.0
Madera,2017,9,3,1568.0,1.24
Madera,2017,10,0,0.0,0.33
Madera,2017,11,0,0.0,2.25
Madera,2017,12,0,0.0,0.29
Madera,2018,1,0,0.0,4.07
Madera,2018,2,0,0.0,1.41
Madera,2018,3,0,0.0,17.54
Madera,2018,4,0,0.0,3.89
Madera,2018,5,1,56.0,0.08
Madera,2018,6,3,4424.0,0.0
Madera,2018,7,2,23.0,0.02
Madera,2018,8,2,377.0,0.0
Madera,2018,9,1,360.0,0.01
Madera,2018,10,0,0.0,0.52
Madera,2018,11,0,0.0,8.76
Madera,2018,12,0,0.0,3.13
Madera,2019,1,0,0.0,9.56
Madera,2019,2,0,0.0,14.47
Madera,2019,3,0,0.0,8.95
Madera,2019,4,0,0.0,1.34
Madera,2019,5,0,0.0,5.84
Madera,2019,6,0,0.0,0.0
Madera,2019,7,1,213.0,0.03
Madera,2019,8,0,0.0,0.0
Madera,2019,9,0,0.0,0.04
Madera,2019,10,0,0.0,0.0
Madera,2019,11,0,0.0,2.42
Madera,2019,12,0,0.0,9.34
Madera,2020,1,0,0.0,3.5
Madera,2020,2,0,0.0,1.6199999999999999
Madera,2020,3,0,0.0,5.74
Madera,2020,4,0,0.0,5.26
Madera,2020,5,1,152.0,2.39
Madera,2020,6,1,237.0,0.14
Madera,2020,7,3,743.0,0.01
Madera,2020,8,1,400.0,0.0
Madera,2020,9,1,379895.0,0.0
Madera,2020,10,0,0.0,0.0
Madera,2020,11,0,0.0,1.52
Madera,2020,12,0,0.0,3.5
Madera,2021,1,1,23.0,9.71
Madera,2021,2,0,0.0,2.31
Madera,2021,3,0,0.0,4.95
Madera,2021,4,0,0.0,0.41000000000000003
Madera,2021,5,1,45.0,0.06
Madera,2021,6,2,85.0,0.03
Madera,2021,7,0,0.0,0.02
Madera,2021,8,0,0.0,0.0
Madera,2021,9,1,42.0,0.16
Madera,2021,10,0,0.0,5.65
Madera,2021,11,0,0.0,0.97
Madera,2021,12,0,0.0,14.809999999999999
Madera,2022,1,0,0.0,0.06999999999999999
Madera,2022,2,0,0.0,0.3
Madera,2022,3,0,0.0,2.94
Madera,2022,4,0,0.0,2.1799999999999997
Madera,2022,5,0,0.0,0.0
Madera,2022,6,0,0.0,0.11
Madera,2022,7,0,0.0,0.0
Madera,2022,8,0,0.0,0.06
Madera,2022,9,1,819.0,0.8
Madera,2022,10,0,0.0,0.0
Madera,2022,11,0,0.0,5.28
Madera,2022,12,0,0.0,17.24
Madera,2023,1,0,0.0,19.55
Madera,2023,2,0,0.0,8.68
Madera,2023,3,0,0.0,21.77
Madera,2023,4,0,0.0,0.0
Madera,2023,5,0,0.0,0.98
Madera,2023,6,0,0.0,0.18
Madera,2023,7,0,0.0,0.0
Madera,2023,8,0,0.0,1.0
Madera,2023,9,0,0.0,0.31
Madera,2023,10,0,0.0,0.02
Madera,2023,11,0,0.0,1.23
Madera,2023,12,0,0.0,3.64
Madera,2024,1,0,0.0,7.83
Madera,2024,2,0,0.0,12.21
Madera,2024,3,0,0.0,8.39
Madera,2024,4,0,0.0,3.98
Madera,2024,5,4,2283.0,1.3
Madera,2024,6,5,279.0,0.0
Madera,2024,7,5,90.0,0.02
Madera,2024,8,2,227.0,0.0
Madera,2024,9,1,40.0,0.03
Madera,2024,10,0,0.0,0.05
Madera,2024,11,1,34.0,5.42
Madera,2024,12,0,0.0,4.33
Madera,2025,1,0,0.0,0.93
Madera,2025,2,0,0.0,11.21
Madera,2025,3,0,0.0,11.17
Madera,2025,4,0,0.0,2.19
Madera,2025,5,3,455.0,0.24
Madera,2025,6,6,138.0,0.0
Madera,2025,7,1,11.0,0.0
Marin,1969,12,1,45.0,0.0
Marin,2009,10,0,0.0,0.05
Marin,2009,11,0,0.0,0.25
Marin,2009,12,0,0.0,1.84
Marin,2010,1,0,0.0,4.1
Marin,2010,2,0,0.0,4.07
Marin,2010,3,0,0.0,0.32
Marin,2010,4,0,0.0,1.84
Marin,2010,5,0,0.0,0.0
Marin,2010,6,0,0.0,0.01
Marin,2010,7,0,0.0,0.0
Marin,2010,8,0,0.0,0.0
Marin,2010,9,0,0.0,0.0
