county,year,month,incident_count,acres_burned,precip_in
Alameda,2013,6,1,240.0,0.0
Alameda,2013,7,2,88.0,0.0
Alameda,2015,8,1,2850.0,0.0
Alameda,2016,6,1,211.0,0.0
Alameda,2017,8,2,244.0,0.0
Alameda,2017,9,2,177.0,0.0
Alameda,2017,10,1,116.0,0.0
Alameda,2018,5,2,496.0,0.0
Alameda,2018,6,1,20.0,0.0
Alameda,2018,7,2,514.0,0.0
Alameda,2018,8,2,78.0,0.0
Alameda,2018,11,1,20.0,0.0
Alameda,2019,6,1,30.0,0.0
Alameda,2019,7,2,47.0,0.0
Alameda,2019,8,3,398.0,0.0
Alameda,2019,9,1,11.0,0.0
Alameda,2019,10,2,47.0,0.0
Alameda,2020,7,2,361.0,0.0
Alameda,2020,8,1,396624.0,0.0
Alameda,2022,6,2,623.0,0.0
Alameda,2022,7,1,121.0,0.0
Alameda,2022,8,1,58.0,0.0
Alameda,2023,7,1,80.0,0.0
Alameda,2024,6,5,187.0,0.0
Alameda,2024,7,3,1200.0,0.0
Alameda,2024,8,4,54.0,0.0
Alameda,2024,9,1,22.0,0.0
Alameda,2024,10,1,15.0,0.0
Alameda,2025,5,1,261.0,0.0
Alameda,2025,6,2,139.0,0.0
Alameda,2025,7,1,7.0,0.0
Alpine,2015,6,1,0.0,0.0
Alpine,2016,8,1,0.0,0.0
Alpine,2021,6,1,1320.0,0.0
Alpine,2021,7,1,68637.0,0.0
Alpine,2021,8,1,221835.0,0.0
Alpine,2024,10,0,0.0,1.57
Alpine,2024,11,0,0.0,5.54
Alpine,2024,12,0,0.0,5.86
Alpine,2025,1,0,0.0,0.82
Alpine,2025,2,0,0.0,7.95
Alpine,2025,3,0,0.0,8.2
Alpine,2025,4,0,0.0,1.61
Alpine,2025,5,0,0.0,0.61
Alpine,2025,6,0,0.0,0.12
Amador,2013,6,1,96.0,0.0
Amador,2014,7,1,4240.0,0.0
Amador,2015,6,1,60.0,0.0
Amador,2016,6,2,582.0,0.0
Amador,2016,8,1,26.0,0.0
Amador,2016,9,1,45.0,0.0
Amador,2017,8,1,10.0,0.0
Amador,2018,6,1,17.0,0.0
Amador,2018,7,1,825.0,0.0
Amador,2019,9,1,10.0,0.0
Amador,2020,9,1,48.0,0.0
Amador,2020,10,1,21.0,0.0
Amador,2021,6,1,67.0,0.0
Amador,2021,8,1,221835.0,0.0
Amador,2021,9,1,46.0,0.0
Amador,2022,7,1,4470.0,0.0
Amador,2023,7,2,129.0,0.0
Amador,2024,9,2,67.0,0.0
Amador,2024,10,0,0.0,0.07
Amador,2024,11,1,24.0,3.23
Amador,2024,12,0,0.0,6.97
Amador,2025,1,0,0.0,1.42
Amador,2025,2,0,0.0,9.88
Amador,2025,3,0,0.0,8.1
Amador,2025,4,0,0.0,1.62
Amador,2025,5,0,0.0,0.06
Amador,2025,6,1,11.0,0.0
Butte,2013,6,1,298.0,0.0
Butte,2013,8,3,2436.0,0.0
Butte,2013,10,1,305.0,0.0
Butte,2014,7,1,72.0,0.0
Butte,2015,7,1,400.0,0.0
Butte,2015,9,3,71980.0,0.0
Butte,2015,10,1,104.0,0.0
Butte,2016,5,2,121.0,0.0
Butte,2016,6,2,161.0,0.0
Butte,2016,8,2,608.0,0.0
Butte,2016,9,3,960.0,0.0
Butte,2017,2,1,0.0,0.0
Butte,2017,6,4,357.0,0.0
Butte,2017,7,6,6344.0,0.0
Butte,2017,8,1,4016.0,0.0
Butte,2017,9,3,183.0,0.0
Butte,2017,10,3,14801.0,0.0
Butte,2018,6,4,530.0,0.0
Butte,2018,7,4,1207.0,0.0
Butte,2018,9,1,33.0,0.0
Butte,2018,10,2,560.0,0.0
Butte,2018,11,2,153336.0,0.0
Butte,2019,4,1,10.0,0.0
Butte,2019,5,1,50.0,0.0
Butte,2019,6,2,29.0,0.0
Butte,2019,7,1,10.0,0.0
Butte,2019,9,3,854.0,0.0
Butte,2019,10,1,80.0,0.0
Butte,2020,5,1,17.0,0.0
Butte,2020,6,4,333.0,0.0
Butte,2020,7,2,63.0,0.0
Butte,2020,8,1,110.0,0.0
Butte,2020,10,1,6.0,0.0
Butte,2021,5,1,550.0,0.0
Butte,2021,6,2,478.0,0.0
Butte,2021,7,1,963309.0,0.0
Butte,2022,6,4,482.0,0.0
Butte,2022,7,1,30.0,0.0
Butte,2023,7,1,65.0,0.0
Butte,2023,8,1,68.0,0.0
Butte,2024,5,2,21.0,0.0
Butte,2024,6,4,1801.0,0.0
Butte,2024,7,6,433580.0,0.0
Butte,2024,8,2,33.0,0.0
Butte,2024,9,2,144.0,0.0
Butte,2024,10,0,0.0,0.22
Butte,2024,11,0,0.0,23.04
Butte,2024,12,0,0.0,18.18
Butte,2025,1,0,0.0,2.42
Butte,2025,2,0,0.0,29.36
Butte,2025,3,0,0.0,13.84
Butte,2025,4,0,0.0,3.61
Butte,2025,5,2,42.0,1.39
Butte,2025,6,1,25.0,0.0
Butte,2025,7,2,122.0,0.0
Calaveras,2009,10,0,0.0,6.69
Calaveras,2009,11,0,0.0,1.28
Calaveras,2009,12,0,0.0,8.53
Calaveras,2010,1,0,0.0,9.68
Calaveras,2010,2,0,0.0,8.44
Calaveras,2010,3,0,0.0,5.98
Calaveras,2010,4,0,0.0,8.48
Calaveras,2010,5,0,0.0,5.44
Calaveras,2010,6,0,0.0,0.0
Calaveras,2010,7,0,0.0,0.0
Calaveras,2010,8,0,0.0,0.01
Calaveras,2010,9,0,0.0,0.01
Calaveras,2010,10,0,0.0,10.93
Calaveras,2010,11,0,0.0,11.05
Calaveras,2010,12,0,0.0,19.2
Calaveras,2011,1,0,0.0,3.41
Calaveras,2011,2,0,0.0,8.83
Calaveras,2011,3,0,0.0,18.63
Calaveras,2011,4,0,0.0,2.07
Calaveras,2011,5,0,0.0,4.71
Calaveras,2011,6,0,0.0,3.79
Calaveras,2011,7,0,0.0,0.0
Calaveras,2011,8,0,0.0,0.0
Calaveras,2011,9,0,0.0,0.28
Calaveras,2011,10,0,0.0,3.88
Calaveras,2011,11,0,0.0,1.68
Calaveras,2011,12,0,0.0,0.02
Calaveras,2012,1,0,0.0,8.65
Calaveras,2012,2,0,0.0,3.16
Calaveras,2012,3,0,0.0,10.65
Calaveras,2012,4,0,0.0,5.11
Calaveras,2012,5,0,0.0,0.3
Calaveras,2012,6,0,0.0,1.35
Calaveras,2012,7,0,0.0,0.0
Calaveras,2012,8,0,0.0,0.02
Calaveras,2012,9,0,0.0,0.27
Calaveras,2012,10,0,0.0,2.31
Calaveras,2012,11,0,0.0,12.8
Calaveras,2012,12,0,0.0,14.23
Calaveras,2013,1,0,0.0,0.98
Calaveras,2013,2,0,0.0,1.09
Calaveras,2013,3,0,0.0,3.88
Calaveras,2013,4,0,0.0,1.09
Calaveras,2013,5,0,0.0,1.08
Calaveras,2013,6,0,0.0,0.9
Calaveras,2013,7,1,31.0,0.0
Calaveras,2013,8,1,46.0,0.0
Calaveras,2013,9,0,0.0,0.7
Calaveras,2013,10,0,0.0,0.1
Calaveras,2013,11,0,0.0,1.39
Calaveras,2013,12,0,0.0,1.51
Calaveras,2014,1,0,0.0,0.97
Calaveras,2014,2,0,0.0,11.4
Calaveras,2014,3,0,0.0,5.76
Calaveras,2014,4,0,0.0,1.05
Calaveras,2014,5,0,0.0,0.38
Calaveras,2014,6,2,205.0,0.01
Calaveras,2014,7,0,0.0,0.34
Calaveras,2014,8,0,0.0,0.03
Calaveras,2014,9,0,0.0,1.9
Calaveras,2014,10,0,0.0,1.01
Calaveras,2014,11,0,0.0,4.27
Calaveras,2014,12,0,0.0,9.77
Calaveras,2015,1,0,0.0,0.02
Calaveras,2015,2,0,0.0,8.18
Calaveras,2015,3,0,0.0,0.83
Calaveras,2015,4,0,0.0,2.85
Calaveras,2015,5,0,0.0,1.63
Calaveras,2015,6,0,0.0,0.57
Calaveras,2015,7,0,0.0,0.09
Calaveras,2015,8,1,114.0,0.0
Calaveras,2015,9,0,0.0,0.08
Calaveras,2015,10,0,0.0,3.16
Calaveras,2015,11,0,0.0,6.2
Calaveras,2015,12,0,0.0,13.79
Calaveras,2016,1,0,0.0,11.98
Calaveras,2016,2,0,0.0,1.69
Calaveras,2016,3,0,0.0,12.97
Calaveras,2016,4,0,0.0,3.46
Calaveras,2016,5,0,0.0,1.06
Calaveras,2016,6,1,33.0,0.0
Calaveras,2016,7,4,743.0,0.0
Calaveras,2016,8,1,450.0,0.0
Calaveras,2016,10,0,0.0,12.8
Calaveras,2016,11,0,0.0,3.88
Calaveras,2016,12,0,0.0,9.15
Calaveras,2017,1,0,0.0,30.44
Calaveras,2017,2,0,0.0,26.26
Calaveras,2017,3,0,0.0,5.76
Calaveras,2017,4,0,0.0,9.96
Calaveras,2017,5,1,15.0,0.55
Calaveras,2017,6,0,0.0,0.23
Calaveras,2017,7,3,198.0,0.0
Calaveras,2017,8,0,0.0,0.0
Calaveras,2017,9,0,0.0,0.02
Calaveras,2017,10,1,130.0,0.69
Calaveras,2017,11,0,0.0,9.84
Calaveras,2017,12,0,0.0,0.53
Calaveras,2018,1,0,0.0,8.1
Calaveras,2018,2,0,0.0,0.8
Calaveras,2018,3,0,0.0,18.72
Calaveras,2018,4,0,0.0,5.07
Calaveras,2018,5,0,0.0,0.34
Calaveras,2018,6,1,80.0,0.0
Calaveras,2018,7,0,0.0,0.0
Calaveras,2018,8,2,426.0,0.0
Calaveras,2018,9,0,0.0,0.0
Calaveras,2018,10,0,0.0,1.29
Calaveras,2018,11,0,0.0,9.65
Calaveras,2018,12,0,0.0,2.93
Calaveras,2019,1,0,0.0,14.1
Calaveras,2019,2,0,0.0,21.68
Calaveras,2019,3,0,0.0,12.46
Calaveras,2019,4,0,0.0,2.76
Calaveras,2019,5,0,0.0,7.91
Calaveras,2019,6,0,0.0,0.13
Calaveras,2019,7,1,27.0,0.0
Calaveras,2019,8,0,0.0,0.0
Calaveras,2019,9,1,67.0,0.67
Calaveras,2019,10,0,0.0,0.0
Calaveras,2019,11,0,0.0,2.12
Calaveras,2019,12,0,0.0,14.17
Calaveras,2020,1,0,0.0,3.19
Calaveras,2020,2,0,0.0,0.0
Calaveras,2020,3,0,0.0,8.44
Calaveras,2020,4,0,0.0,2.05
Calaveras,2020,5,0,0.0,0.9
Calaveras,2020,6,1,1455.0,0.09
Calaveras,2020,7,0,0.0,0.0
Calaveras,2020,8,2,1838.0,0.01
Calaveras,2020,9,0,0.0,0.04
Calaveras,2020,10,1,21.0,0.0
Calaveras,2020,11,0,0.0,2.57
Calaveras,2020,12,0,0.0,4.04
Calaveras,2021,1,0,0.0,12.29
Calaveras,2021,2,0,0.0,3.14
Calaveras,2021,3,0,0.0,3.84
Calaveras,2021,4,1,160.0,0.76
Calaveras,2021,5,1,118.0,0.05
Calaveras,2021,6,0,0.0,0.0
Calaveras,2021,7,1,153.0,0.0
Calaveras,2021,8,1,639.0,0.0
Calaveras,2021,9,0,0.0,0.08
Calaveras,2021,10,0,0.0,11.84
Calaveras,2021,11,0,0.0,1.93
Calaveras,2021,12,0,0.0,15.32
Calaveras,2022,1,0,0.0,0.29
Calaveras,2022,2,0,0.0,0.43
Calaveras,2022,3,0,0.0,1.4
Calaveras,2022,4,0,0.0,5.77
Calaveras,2022,5,0,0.0,0.29
Calaveras,2022,6,0,0.0,0.27
Calaveras,2022,7,1,4470.0,0.0
Calaveras,2022,8,0,0.0,0.27
Calaveras,2022,9,1,73.0,3.36
Calaveras,2022,10,0,0.0,0.1
Calaveras,2022,11,0,0.0,5.78
Calaveras,2022,12,0,0.0,26.62
Calaveras,2023,1,0,0.0,23.04
Calaveras,2023,2,0,0.0,9.04
Calaveras,2023,3,0,0.0,21.38
Calaveras,2023,4,0,0.0,0.39
Calaveras,2023,5,0,0.0,1.46
Calaveras,2023,6,0,0.0,0.16
Calaveras,2023,7,1,105.0,0.0
Calaveras,2023,8,0,0.0,1.23
Calaveras,2023,9,1,32.0,2.24
Calaveras,2023,10,0,0.0,0.49
Calaveras,2023,11,0,0.0,3.87
Calaveras,2023,12,0,0.0,4.29
Calaveras,2024,1,0,0.0,8.07
Calaveras,2024,2,0,0.0,10.31
Calaveras,2024,3,0,0.0,9.43
Calaveras,2024,4,0,0.0,2.92
Calaveras,2024,5,0,0.0,1.26
Calaveras,2024,6,3,5393.0,0.0
Calaveras,2024,7,3,286.0,0.0
Calaveras,2024,8,4,59.0,0.06
Calaveras,2024,9,0,0.0,0.05
Calaveras,2024,10,0,0.0,0.36
Calaveras,2024,11,1,50.0,5.18
Calaveras,2024,12,0,0.0,7.03
Calaveras,2025,1,0,0.0,1.3
Calaveras,2025,2,0,0.0,12.11
Calaveras,2025,3,0,0.0,8.44
Calaveras,2025,4,0,0.0,1.8
Calaveras,2025,5,0,0.0,0.56
Calaveras,2025,6,0,0.0,0.07
Colusa,2010,10,0,0.0,0.72
Colusa,2011,10,0,0.0,3.62
Colusa,2013,6,1,28.0,0.0
Colusa,2014,10,0,0.0,1.22
Colusa,2017,7,1,70.0,0.0
Colusa,2018,7,3,459198.0,0.0
Colusa,2019,8,1,20.0,0.0
Colusa,2020,7,2,163.0,0.0
Colusa,2020,8,2,1033208.0,0.0
Colusa,2022,5,1,595.0,0.0
Colusa,2023,7,1,22.0,0.0
Colusa,2024,6,1,19195.0,0.0
Colusa,2024,7,1,2756.0,0.0
Colusa,2024,10,1,10.0,0.0
Colusa,2025,6,1,14.0,0.0
Contra Costa,2013,7,2,766.0,0.0
Contra Costa,2013,9,1,3111.0,0.0
Contra Costa,2014,7,1,80.0,0.0
Contra Costa,2015,7,1,195.0,0.0
Contra Costa,2016,7,1,40.0,0.0
Contra Costa,2017,6,1,20.0,0.0
Contra Costa,2017,7,2,601.0,0.0
Contra Costa,2018,6,4,356.0,0.0
Contra Costa,2018,7,3,348.0,0.0
Contra Costa,2018,8,1,30.0,0.0
Contra Costa,2018,11,1,20.0,0.0
Contra Costa,2019,6,1,23.0,0.0
Contra Costa,2019,7,1,24.0,0.0
Contra Costa,2019,8,2,398.0,0.0
Contra Costa,2019,10,5,455.0,0.0
Contra Costa,2020,4,1,47.0,0.0
Contra Costa,2020,5,1,60.0,0.0
Contra Costa,2020,6,1,100.0,0.0
Contra Costa,2020,7,2,373.0,0.0
Contra Costa,2020,8,1,396624.0,0.0
Contra Costa,2020,10,1,30.0,0.0
Contra Costa,2021,7,1,128.0,0.0
Contra Costa,2022,5,1,28.0,0.0
Contra Costa,2022,6,3,369.0,0.0
Contra Costa,2023,6,1,74.0,0.0
Contra Costa,2024,6,2,305.0,0.0
Contra Costa,2024,7,1,471.0,0.0
Contra Costa,2024,8,2,45.0,0.0
Contra Costa,2024,9,1,62.0,0.0
Contra Costa,2025,5,1,51.0,0.0
Contra Costa,2025,6,2,423.0,0.0
Contra Costa,2025,7,1,12.0,0.0
Del Norte,2009,10,0,0.0,6.97
Del Norte,2009,11,0,0.0,10.5
Del Norte,2009,12,0,0.0,7.18
Del Norte,2010,1,0,0.0,16.82
Del Norte,2010,2,0,0.0,10.7
Del Norte,2010,3,0,0.0,12.79
Del Norte,2010,4,0,0.0,14.23
Del Norte,2010,5,0,0.0,6.18
Del Norte,2010,6,0,0.0,6.56
Del Norte,2010,7,0,0.0,0.0
Del Norte,2010,8,0,0.0,0.05
Del Norte,2010,9,0,0.0,4.27
Del Norte,2010,10,0,0.0,8.4
Del Norte,2010,11,0,0.0,12.42
Del Norte,2010,12,0,0.0,25.0
Del Norte,2011,1,0,0.0,4.91
Del Norte,2011,2,0,0.0,9.53
Del Norte,2011,3,0,0.0,26.47
Del Norte,2011,4,0,0.0,10.25
Del Norte,2011,5,0,0.0,4.67
Del Norte,2011,6,0,0.0,1.62
Del Norte,2011,7,0,0.0,0.39
Del Norte,2011,8,0,0.0,0.0
Del Norte,2011,9,0,0.0,0.34
Del Norte,2011,10,0,0.0,6.34
Del Norte,2011,11,0,0.0,10.12
Del Norte,2011,12,0,0.0,8.1
Del Norte,2012,1,0,0.0,20.34
Del Norte,2012,2,0,0.0,5.52
Del Norte,2012,3,0,0.0,27.89
Del Norte,2012,4,0,0.0,12.15
Del Norte,2012,5,0,0.0,2.46
Del Norte,2012,6,0,0.0,4.03
Del Norte,2012,7,0,0.0,0.43
Del Norte,2012,8,0,0.0,0.0
Del Norte,2012,9,0,0.0,0.0
Del Norte,2012,10,0,0.0,6.82
Del Norte,2012,11,0,0.0,17.06
Del Norte,2012,12,0,0.0,25.24
Del Norte,2013,1,0,0.0,5.26
Del Norte,2013,2,0,0.0,4.62
Del Norte,2013,3,0,0.0,5.76
Del Norte,2013,4,0,0.0,6.28
Del Norte,2013,5,0,0.0,3.74
Del Norte,2013,6,0,0.0,2.34
Del Norte,2013,7,0,0.0,0.0
Del Norte,2013,8,0,0.0,0.44
Del Norte,2013,9,0,0.0,10.65
Del Norte,2013,10,0,0.0,0.04
Del Norte,2013,11,0,0.0,5.02
Del Norte,2013,12,0,0.0,2.35
Del Norte,2014,1,0,0.0,3.72
Del Norte,2014,2,0,0.0,19.48
Del Norte,2014,3,0,0.0,17.19
Del Norte,2014,4,0,0.0,4.36
Del Norte,2014,5,0,0.0,4.23
Del Norte,2014,6,0,0.0,1.08
Del Norte,2014,7,0,0.0,0.12
Del Norte,2014,8,0,0.0,0.04
Del Norte,2014,9,0,0.0,3.28
Del Norte,2014,10,0,0.0,13.28
Del Norte,2014,11,0,0.0,9.0
Del Norte,2014,12,0,0.0,20.24
Del Norte,2015,1,0,0.0,5.0
Del Norte,2015,2,0,0.0,14.12
Del Norte,2015,3,0,0.0,7.96
Del Norte,2015,4,0,0.0,5.24
Del Norte,2015,5,0,0.0,0.12
Del Norte,2015,6,0,0.0,0.6
Del Norte,2015,7,0,0.0,0.12
Del Norte,2015,8,0,0.0,1.16
Del Norte,2015,10,0,0.0,2.92
Del Norte,2015,11,0,0.0,9.32
Del Norte,2015,12,0,0.0,36.72
Del Norte,2016,1,0,0.0,21.8
Del Norte,2016,2,0,0.0,7.36
Del Norte,2016,3,0,0.0,21.4
Del Norte,2016,4,0,0.0,5.08
Del Norte,2016,5,0,0.0,0.3
Del Norte,2016,6,0,0.0,0.3
Del Norte,2016,7,0,0.0,1.0
Del Norte,2016,8,0,0.0,0.0
Del Norte,2016,9,1,150.0,0.0
Del Norte,2016,10,0,0.0,28.68
Del Norte,2016,11,0,0.0,14.56
Del Norte,2016,12,0,0.0,14.88
Del Norte,2017,1,0,0.0,24.14
Del Norte,2017,2,0,0.0,32.24
Del Norte,2017,3,0,0.0,17.9
Del Norte,2017,4,0,0.0,15.4
Del Norte,2017,5,0,0.0,2.7
Del Norte,2017,6,1,28.0,2.9
Del Norte,2017,7,1,319.0,0.0
Del Norte,2017,8,0,0.0,0.0
Del Norte,2017,9,1,40.0,2.3
Del Norte,2017,10,0,0.0,5.28
Del Norte,2017,11,0,0.0,20.92
Del Norte,2017,12,0,0.0,4.12
Del Norte,2018,1,0,0.0,15.72
Del Norte,2018,2,0,0.0,4.88
Del Norte,2018,3,0,0.0,17.64
Del Norte,2018,4,0,0.0,10.2
Del Norte,2018,5,0,0.0,0.96
Del Norte,2018,6,0,0.0,0.96
Del Norte,2018,7,0,0.0,0.28
Del Norte,2018,8,0,0.0,0.0
Del Norte,2018,9,0,0.0,0.28
Del Norte,2018,10,0,0.0,2.64
Del Norte,2018,11,0,0.0,9.52
Del Norte,2018,12,0,0.0,11.56
Del Norte,2019,1,0,0.0,16.6
Del Norte,2019,2,0,0.0,24.84
Del Norte,2019,3,0,0.0,6.36
Del Norte,2019,4,0,0.0,14.36
Del Norte,2019,5,0,0.0,5.16
Del Norte,2019,6,0,0.0,0.2
Del Norte,2019,7,0,0.0,0.0
Del Norte,2019,8,0,0.0,0.8
Del Norte,2019,9,0,0.0,6.88
Del Norte,2019,10,0,0.0,2.76
Del Norte,2019,11,0,0.0,3.01
Del Norte,2019,12,0,0.0,14.24
Del Norte,2020,1,0,0.0,22.44
Del Norte,2020,2,0,0.0,1.44
Del Norte,2020,3,0,0.0,6.44
Del Norte,2020,4,0,0.0,2.8
Del Norte,2020,5,0,0.0,8.6
Del Norte,2020,6,0,0.0,2.16
Del Norte,2020,7,0,0.0,0.0
Del Norte,2020,8,0,0.0,0.0
Del Norte,2020,9,0,0.0,1.32
Del Norte,2020,10,0,0.0,1.76
Del Norte,2020,11,0,0.0,9.72
Del Norte,2020,12,0,0.0,12.16
Del Norte,2021,1,0,0.0,21.24
Del Norte,2021,2,0,0.0,14.52
Del Norte,2021,3,0,0.0,8.36
Del Norte,2021,4,0,0.0,1.36
Del Norte,2021,5,0,0.0,0.44
Del Norte,2021,6,0,0.0,0.24
Del Norte,2021,7,0,0.0,0.02
Del Norte,2021,8,0,0.0,0.0
Del Norte,2021,9,0,0.0,3.84
Del Norte,2021,10,0,0.0,10.52
Del Norte,2021,11,0,0.0,8.56
Del Norte,2021,12,0,0.0,10.8
Del Norte,2022,1,0,0.0,5.28
Del Norte,2022,2,0,0.0,0.48
Del Norte,2022,3,0,0.0,2.32
Del Norte,2022,4,0,0.0,11.06
Del Norte,2022,5,0,0.0,4.8
Del Norte,2022,6,0,0.0,2.76
Del Norte,2022,7,0,0.0,0.38
Del Norte,2022,8,0,0.0,0.0
Del Norte,2022,9,0,0.0,0.55
Del Norte,2022,10,0,0.0,0.59
Del Norte,2022,11,0,0.0,9.18
Del Norte,2022,12,0,0.0,15.61
Del Norte,2023,1,0,0.0,16.85
Del Norte,2023,2,0,0.0,8.05
Del Norte,2023,3,0,0.0,17.17
Del Norte,2023,4,0,0.0,7.04
Del Norte,2023,5,0,0.0,2.3
Del Norte,2023,6,0,0.0,0.11
Del Norte,2023,7,0,0.0,0.0
Del Norte,2023,8,1,95107.0,0.11
Del Norte,2023,9,0,0.0,4.44
Del Norte,2023,10,0,0.0,4.5
Del Norte,2023,11,0,0.0,7.8
Del Norte,2023,12,0,0.0,16.8
Del Norte,2024,1,0,0.0,25.13
Del Norte,2024,2,0,0.0,15.74
Del Norte,2024,3,0,0.0,17.85
Del Norte,2024,4,0,0.0,3.06
Del Norte,2024,5,0,0.0,4.14
Del Norte,2024,6,0,0.0,1.8
Del Norte,2024,7,0,0.0,0.0
Del Norte,2024,8,0,0.0,4.04
Del Norte,2024,9,0,0.0,0.7
Del Norte,2024,10,0,0.0,3.9
Del Norte,2024,11,0,0.0,29.94
Del Norte,2024,12,0,0.0,22.73
Del Norte,2025,1,0,0.0,9.47
Del Norte,2025,2,0,0.0,15.8
Del Norte,2025,3,0,0.0,23.18
Del Norte,2025,4,2,47.0,3.69
Del Norte,2025,5,0,0.0,2.06
Del Norte,2025,6,0,0.0,0.02
El Dorado,2009,10,0,0.0,3.19
El Dorado,2009,11,0,0.0,1.79
El Dorado,2009,12,0,0.0,7.1
El Dorado,2010,1,0,0.0,8.71
El Dorado,2010,2,0,0.0,4.98
El Dorado,2010,3,0,0.0,6.72
El Dorado,2010,4,0,0.0,6.16
El Dorado,2010,5,0,0.0,6.54
El Dorado,2010,6,0,0.0,0.04
El Dorado,2010,7,0,0.0,0.0
El Dorado,2010,8,0,0.0,0.0
El Dorado,2010,9,0,0.0,0.0
El Dorado,2010,10,0,0.0,9.3
El Dorado,2010,11,0,0.0,9.68
El Dorado,2010,12,0,0.0,16.94
El Dorado,2011,1,0,0.0,2.96
El Dorado,2011,2,0,0.0,5.47
El Dorado,2011,3,0,0.0,17.71
El Dorado,2011,4,0,0.0,2.13
El Dorado,2011,5,0,0.0,5.24
El Dorado,2011,6,0,0.0,2.2
El Dorado,2011,7,0,0.0,0.0
El Dorado,2011,8,0,0.0,0.0
El Dorado,2011,9,0,0.0,0.77
El Dorado,2011,10,0,0.0,3.47
El Dorado,2011,11,0,0.0,2.04
El Dorado,2011,12,0,0.0,0.03
El Dorado,2012,1,0,0.0,6.84
El Dorado,2012,2,0,0.0,1.67
El Dorado,2012,3,0,0.0,13.48
El Dorado,2012,4,0,0.0,7.69
El Dorado,2012,5,0,0.0,0.27
El Dorado,2012,6,0,0.0,0.02
El Dorado,2012,7,0,0.0,0.2
El Dorado,2012,8,0,0.0,0.0
El Dorado,2012,9,0,0.0,0.0
El Dorado,2012,10,0,0.0,2.3
El Dorado,2012,11,0,0.0,9.28
El Dorado,2012,12,0,0.0,12.79
El Dorado,2013,1,0,0.0,1.28
El Dorado,2013,2,0,0.0,0.92
El Dorado,2013,3,0,0.0,2.39
El Dorado,2013,4,0,0.0,2.66
El Dorado,2013,5,0,0.0,1.28
El Dorado,2013,6,0,0.0,1.57
El Dorado,2013,7,2,735.0,0.0
El Dorado,2013,8,2,154.0,0.0
El Dorado,2013,9,0,0.0,2.4
El Dorado,2013,10,0,0.0,0.08
El Dorado,2013,11,0,0.0,1.8
El Dorado,2013,12,0,0.0,0.02
El Dorado,2014,1,0,0.0,1.46
El Dorado,2014,2,0,0.0,13.58
El Dorado,2014,3,0,0.0,7.33
El Dorado,2014,4,0,0.0,4.16
El Dorado,2014,5,0,0.0,0.71
El Dorado,2014,6,0,0.0,0.0
El Dorado,2014,7,2,4270.0,0.17
El Dorado,2014,8,0,0.0,0.0
El Dorado,2014,9,3,97831.0,0.94
El Dorado,2014,10,0,0.0,1.04
El Dorado,2014,11,0,0.0,4.34
El Dorado,2014,12,0,0.0,10.75
El Dorado,2015,1,0,0.0,0.06
El Dorado,2015,2,0,0.0,7.54
El Dorado,2015,3,0,0.0,0.92
El Dorado,2015,4,0,0.0,3.05
El Dorado,2015,5,0,0.0,0.84
El Dorado,2015,6,0,0.0,1.08
El Dorado,2015,7,1,75.0,0.05
El Dorado,2015,8,0,0.0,0.0
El Dorado,2015,9,0,0.0,0.03
El Dorado,2015,10,0,0.0,4.69
El Dorado,2015,11,0,0.0,5.72
El Dorado,2015,12,0,0.0,13.55
El Dorado,2016,1,0,0.0,13.54
El Dorado,2016,2,0,0.0,5.44
El Dorado,2016,3,0,0.0,13.36
El Dorado,2016,4,0,0.0,4.16
El Dorado,2016,5,0,0.0,0.99
El Dorado,2016,6,2,5670.0,0.0
El Dorado,2016,7,1,50.0,0.0
El Dorado,2016,8,0,0.0,0.0
El Dorado,2016,9,0,0.0,0.0
El Dorado,2016,10,1,176.0,13.12
El Dorado,2016,11,0,0.0,5.71
El Dorado,2016,12,0,0.0,9.6
El Dorado,2017,1,0,0.0,24.55
El Dorado,2017,2,0,0.0,21.85
El Dorado,2017,3,0,0.0,5.85
El Dorado,2017,4,0,0.0,7.47
El Dorado,2017,5,0,0.0,0.38
El Dorado,2017,6,0,0.0,0.75
El Dorado,2017,7,5,476.0,0.0
El Dorado,2017,8,0,0.0,0.0
El Dorado,2017,9,1,136.0,0.34
El Dorado,2017,10,2,455.0,0.48
El Dorado,2017,11,0,0.0,9.27
El Dorado,2017,12,1,80.0,1.12
El Dorado,2018,1,0,0.0,6.8
El Dorado,2018,2,0,0.0,1.04
El Dorado,2018,3,0,0.0,16.32
El Dorado,2018,4,0,0.0,5.16
El Dorado,2018,5,0,0.0,1.16
El Dorado,2018,6,0,0.0,0.12
El Dorado,2018,7,1,316.0,0.0
El Dorado,2018,8,2,133.0,0.0
El Dorado,2018,9,2,162.0,0.0
El Dorado,2018,10,0,0.0,0.4
El Dorado,2018,11,0,0.0,6.68
El Dorado,2018,12,0,0.0,4.2
El Dorado,2019,1,0,0.0,10.0
El Dorado,2019,2,0,0.0,21.08
El Dorado,2019,3,0,0.0,11.08
El Dorado,2019,4,0,0.0,3.76
El Dorado,2019,5,0,0.0,8.68
El Dorado,2019,6,0,0.0,0.24
El Dorado,2019,7,1,13.0,0.0
El Dorado,2019,8,2,51.0,0.0
El Dorado,2019,9,2,107.0,1.2
El Dorado,2019,10,1,3435.0,0.12
El Dorado,2019,11,0,0.0,2.04
El Dorado,2019,12,0,0.0,8.4
