station_id,station_name,oct,nov,dec,jan,feb,mar,apr,may,jun,jul,aug,sep
FJN,FORT JONES RS,0.42,7.43,7.22,1.0,7.05,2.82,2.41,0.2,0.0,,,
FRR,FORT ROSS,0.52,19.2,12.99,1.05,8.87,4.62,1.51,0.01,0.0,,,
FRO,FRESNO WB AIRPORT,0.0,1.95,1.01,0.05,1.61,3.3,0.39,0.0,0.0,,,
GAS,GASQUET RANGER STATION,3.9,29.94,22.73,9.47,15.8,23.18,3.69,2.06,0.02,,,
GLK,GEM LAKE,0.1,4.53,2.52,0.61,8.69,5.08,0.6,0.16,0.03,,,
GTW,GEORGETOWN (USBR),0.16,7.9,9.45,2.05,14.5,10.88,2.4,0.35,0.0,,,
GNF,GIANT FOREST (USACE),0.0,6.44,2.3,0.79,9.23,8.85,2.16,0.34,0.13,,,
GLV,GLENVILLE FS,0.0,4.72,1.42,0.83,6.2,5.16,0.94,0.2,0.0,,,
GRO,GRANT GROVE,0.0,0.98,2.26,0.44,7.69,10.0,1.31,0.19,0.01,,,
GSV,GRASS VALLEY,1.06,12.05,12.19,1.21,16.54,8.27,3.01,0.17,0.05,,,
GVL,GROVELAND R S,0.5,6.47,4.74,1.08,8.74,8.32,1.79,0.18,0.01,,,
GHS,GROVER HOT SPRINGS,0.48,2.17,2.73,0.28,4.84,3.1,0.59,0.36,0.13,,,
HWE,HAIWEE,0.0,0.44,0.0,0.07,1.35,0.61,0.13,0.09,0.0,,,
HND,HANFORD REFINERY,0.0,1.51,0.89,0.01,0.93,2.06,0.21,0.02,0.0,,,
HAP,HAPPY CAMP RS,0.47,17.05,14.34,5.25,11.5,9.27,3.48,0.76,0.0,,,
HSD,HENSHAW DAM,0.03,0.77,0.02,1.08,4.25,5.74,0.89,0.16,0.01,,,
HTH,HETCH HETCHY,0.04,4.23,4.69,0.8,9.01,6.81,2.52,0.42,0.0,,,
HCK,HOCKETT MEADOW (USACE),0.0,9.12,2.9,0.99,8.53,9.0,1.34,0.25,0.0,,,
HLS,HOLLISTER,0.0,2.04,1.76,0.08,3.37,2.11,0.89,0.02,0.0,,,
HOO,HOOPA,1.8,15.36,16.16,6.79,12.27,9.56,2.3,0.47,0.0,,,
HSS,HOSSACK,0.0,5.97,3.26,1.06,7.07,11.98,2.91,0.43,0.0,,,
IMP,IMPERIAL VALLEY,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,,,
IPN,INDEPENDENCE,0.0,1.3,0.0,0.01,2.05,0.2,0.04,0.15,0.0,,,
ISB,ISABELLA DAM,0.0,3.06,0.65,0.7,4.41,4.9,0.65,0.11,0.0,,,
JNL,JUNCAL DAM,0.0,0.43,0.06,0.0,7.75,4.29,0.63,0.05,0.0,,,
KP3,KERN PH 3,0.0,1.97,1.09,0.25,0.72,3.78,0.49,0.11,0.02,,,
KPI,KERN POWER HOUSE INTAKE,0.03,3.44,0.52,0.23,7.62,4.68,0.42,0.16,0.01,,,
OLS,KLAMATH RIVER AT ORLEANS,2.4,14.68,15.09,6.66,11.84,10.36,2.6,0.6,0.0,,,
LGT,LAGUNITAS LAKE,0.0,9.25,12.09,0.85,12.61,6.62,0.26,0.2,0.0,,,
SBN,LAKE SABRINA,0.0,3.01,0.9,0.23,6.28,2.4,0.31,0.09,0.01,,,
LMC,LEMON COVE,0.0,1.91,1.03,0.31,2.47,3.73,0.83,0.0,0.0,,,
LND,LINDSAY,0.0,1.66,0.0,0.17,2.32,3.75,0.29,0.0,0.0,,,
LDG,LODGEPOLE,0.0,6.2,2.0,0.94,9.85,11.57,2.0,0.1,0.0,,,
LCC,LOS ANGELES CIVIC CENTER,0.0,0.14,0.02,0.54,4.88,2.21,0.31,0.03,0.0,,,
LAN,LOS ANGELES-WSO AIRPORT,0.0,0.01,0.01,0.0,2.79,1.33,0.21,0.01,0.01,,,
MDR,MADERA,0.0,2.0,1.3,0.15,1.82,3.21,0.61,0.0,0.0,,,
MRP,MARIPOSA RANGER STATION,0.0,4.26,3.46,0.44,7.61,6.72,1.27,0.08,0.0,,,
MKV,MARKLEEVILLE,0.45,1.82,2.66,0.4,8.33,2.7,0.94,0.63,0.03,,,
MLD,MCCLOUD,0.72,18.93,13.95,1.84,16.29,7.51,1.23,0.6,0.0,,,
MFS,MERCED,0.0,1.52,1.4,0.15,1.63,3.12,0.47,0.0,0.0,,,
MIN,MINERAL,1.23,22.47,10.45,2.09,17.75,9.73,2.01,1.34,0.08,,,
MHH,MOCCASIN MET STATION,0.06,3.08,3.3,1.15,4.87,6.59,1.39,0.05,0.0,,,
MDE,MODESTO IRRIG DISTRICT OFFICE,0.0,1.4,2.24,0.2,2.16,2.04,0.39,0.0,0.0,,,
HML,MOUNT HAMILTON,0.08,2.31,5.67,0.24,7.99,4.15,0.97,0.4,0.0,,,
MSC,MOUNT SHASTA CITY,0.77,11.04,9.06,1.12,9.99,6.74,1.22,0.5,0.0,,,
WLS,MOUNT WILSON NO 2,0.05,0.71,0.01,1.85,11.83,7.44,1.28,0.14,0.0,,,
MNH,MOUNTAIN HOME,0.0,4.33,2.07,0.83,9.4,8.78,2.75,0.21,0.0,,,
NSH,NAPA FIRE DEPARTMENT,0.22,5.8,6.13,0.83,5.39,2.33,0.41,0.1,0.0,,,
NDL,NEEDLES,0.0,0.0,0.0,0.0,0.07,0.23,0.07,0.62,0.03,,,
NVD,NEVADA CITY,0.55,13.0,11.78,1.55,17.65,9.46,2.84,0.19,0.0,,,
EXC,NEW EXCHEQUER-LK MCCLURE,0.0,2.89,2.67,0.98,4.35,6.48,0.88,0.02,0.0,,,
NFR,NORTH FORK RANGER STATION,0.05,3.42,3.03,0.78,9.39,7.96,1.58,0.24,0.0,,,
OSM,OCEANSIDE MARINA,0.01,0.14,0.0,0.0,2.24,3.28,0.13,0.22,0.02,,,
ORL,ORLAND,0.15,7.16,4.76,0.29,5.57,2.43,0.49,0.24,0.0,,,
OXN,OXNARD,0.0,0.46,0.02,0.46,3.43,1.91,0.21,0.01,0.03,,,
PFH,PACIFIC HOUSE,0.16,5.12,9.04,1.64,11.04,10.84,2.72,0.52,0.04,,,
PMS,PALM SPRINGS,0.0,0.0,0.0,0.0,0.86,0.49,0.0,0.11,0.11,,,
PNH,PANOCHE 2W,0.0,0.99,0.64,0.24,1.29,1.24,0.27,0.0,0.0,,,
PSC,PASCOES,0.0,6.94,1.88,1.42,9.87,9.18,2.46,0.33,0.12,,,
PNF,PINE FLAT DAM,0.0,2.7,1.15,0.32,3.16,5.58,0.69,0.0,0.1,,,
PWS,PLACERVILLE WEATHER STATION,0.29,5.67,7.79,1.84,10.62,8.07,1.52,0.12,0.0,,,
PLE,PLUMAS EUREKA PARK,0.28,12.1,9.72,0.95,12.45,6.62,1.45,0.88,0.0,,,
PRT,PORTOLA,0.48,3.12,4.08,0.43,5.68,3.21,1.17,0.57,0.0,,,
QRD,QUINCY RADIO STATION,0.87,15.55,6.94,1.18,14.25,7.94,2.07,0.68,0.0,,,
RBF,RED BLUFF,0.11,7.47,6.8,0.78,5.72,3.08,0.28,0.26,0.0,,,
RGC,ROGERS CAMP,0.0,6.87,2.61,1.1,9.6,10.96,2.02,0.12,0.0,,,
HEA,RUSSIAN RIVER NEAR HEALDSBURG,0.42,20.04,10.51,1.16,12.48,4.99,0.74,0.19,0.0,,,
SCR,SACRAMENTO WB CITY,0.17,3.89,3.78,0.3,4.8,1.56,0.09,0.04,0.0,,,
SGH,SAGEHEN CREEK,0.5,3.7,5.87,1.36,11.04,5.78,1.23,0.76,0.13,,,
SAP,SALINAS NO2,0.0,2.21,2.45,0.05,3.18,2.9,0.97,0.06,0.0,,,
PAS,SALINAS RIVER AT PASO ROBLES,0.0,1.89,0.64,0.2,3.68,2.52,0.12,0.0,0.0,,,
SDG,SAN DIEGO NWS-LINDBERGH FIELD,0.0,0.13,0.01,0.21,0.92,2.91,0.22,0.15,0.01,,,
SFF,SAN FRANCISCO WB AP,0.01,4.04,4.5,0.5,5.23,1.93,0.46,0.12,0.0,,,
SLO,SAN LUIS OBISPO POLY,0.0,2.47,1.47,0.22,7.24,3.42,0.45,0.0,0.0,,,
ANA,SANTA ANA FIRE STA,0.0,0.13,0.03,0.57,2.6,1.86,0.21,0.01,0.0,,,
SBR,SANTA BARBARA SANITATION,0.0,0.5,0.15,0.27,5.26,3.11,0.34,0.01,0.0,,,
CRZ,SANTA CRUZ,0.0,4.12,5.8,0.25,10.18,3.84,0.53,0.19,0.0,,,
SRO,SANTA ROSA,0.28,14.72,8.8,0.92,10.27,3.75,0.36,0.07,0.0,,,
SCA,SCOTIA,0.49,14.09,13.66,3.67,11.11,10.51,1.99,0.94,0.0,,,
SVL,SIERRAVILLE,0.38,6.29,2.9,1.01,9.04,2.56,0.56,0.42,0.0,,,
SLP,SLY PARK,0.08,4.6,7.8,1.48,10.68,10.6,2.68,0.56,0.0,,,
SSG,SODA SPRINGS 1 E,1.22,10.34,10.41,1.42,16.99,8.13,4.46,1.11,0.18,,,
SOR,SONORA RS,0.12,4.01,5.72,0.86,6.3,5.86,2.47,0.06,0.0,,,
SEY,SOUTH ENTRANCE YOSEMITE,0.14,4.65,3.56,1.19,8.57,9.03,1.44,0.5,0.0,,,
SKR,SOUTH LAKE RESERVOIR,0.0,4.02,1.04,0.22,5.08,3.26,0.55,0.16,0.01,,,
SGV,SPRINGVILLE TULE POWERPLANT,0.0,6.53,1.81,0.86,9.35,8.89,1.57,0.05,0.0,,,
STK,STOCKTON FIRE STATION 4,0.0,2.12,3.0,0.16,3.86,1.64,0.88,0.0,0.0,,,
STG,STONY GORGE RESERVOIR,0.11,6.01,4.34,0.17,4.72,1.21,0.16,0.05,0.0,,,
SBY,STRAWBERRY VALLEY,0.91,19.06,17.13,2.17,27.08,14.02,3.31,1.08,0.0,,,
SCC,SUCCESS DAM,0.01,2.07,1.36,0.36,3.74,4.4,0.86,0.01,0.0,,,
SSN,SUSANVILLE,0.9,2.0,1.25,0.23,3.85,1.46,0.61,0.12,0.0,,,
TAC,TAHOE CITY (NWS),0.54,3.36,5.88,1.07,10.68,5.17,1.71,0.45,0.23,,,
TRM,TERMINUS DAM,0.0,1.9,1.13,0.27,3.24,3.75,0.63,0.01,0.0,,,
3RV,THREE RIVERS PH NO 1,0.0,2.96,1.14,0.49,6.37,5.36,0.78,0.01,0.0,,,
TCR,TRACY CARBONA,0.0,0.83,1.57,0.04,1.73,0.76,0.34,0.0,0.0,,,
TKE,TRUCKEE RS (OBS),0.55,3.75,4.14,0.44,5.82,2.56,1.31,0.31,0.09,,,
29P,TWENTYNINE PALMS,0.0,0.0,0.0,0.16,0.05,0.19,0.0,0.68,0.05,,,
UKH,UKIAH,0.37,11.03,9.67,1.1,8.45,4.38,1.4,0.21,0.0,,,
VSL,VISALIA,0.0,3.0,0.63,0.14,1.61,2.75,0.45,0.0,0.0,,,
WSC,WASCO,0.0,1.1,0.35,0.19,0.11,1.45,0.15,0.01,0.0,,,
WTW,WATSONVILLE WATER,0.07,2.73,3.72,0.2,5.02,3.21,0.74,0.13,0.0,,,
WVR,WEAVERVILLE RS,0.44,12.16,10.0,3.41,13.54,6.63,1.67,0.22,0.0,,,
WPT,WEST POINT,0.0,4.62,7.03,0.86,9.22,8.41,0.82,0.08,0.0,,,
WDL,WOODLAND 1 WNW,0.0,3.83,3.51,0.3,5.04,1.35,0.04,0.05,0.0,,,
YYV,YOSEMITE AT YOSEMITE VALLEY,0.41,4.67,5.0,1.03,11.75,7.5,1.05,0.53,0.01,,,
YRK,YREKA,0.56,5.78,5.37,1.03,5.56,2.81,1.0,0.27,0.0,,,
